order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_0000074,1,paypal,1,92.74
ord_0000075,1,voucher,1,116.98
ord_0000076,1,credit_card,1,11.51
ord_0000076,2,debit_card,1,11.51
ord_0000077,1,paypal,1,168.73
ord_0000078,1,credit_card,1,67.22
ord_0000079,1,paypal,1,72.7
ord_0000080,1,credit_card,1,30.49
ord_0000081,1,boleto,1,75.62
ord_0000082,1,credit_card,3,39.1
ord_0000082,2,credit_card,1,39.1
ord_0000083,1,credit_card,4,95.56
ord_0000084,1,debit_card,1,195.64
ord_0000085,1,credit_card,2,73.94
ord_0000086,1,boleto,1,316.19
ord_0000087,1,credit_card,1,25.16
ord_0000088,1,paypal,1,71.69
ord_0000089,1,boleto,1,453.69
ord_0000090,1,credit_card,1,33.26
ord_0000091,1,paypal,1,11.46
ord_0000091,2,credit_card,1,11.46
ord_0000092,1,credit_card,1,35.91
ord_0000093,1,credit_card,10,36.2
ord_0000093,2,paypal,1,36.2
ord_0000094,1,credit_card,4,56.92
ord_0000095,1,paypal,1,218.82
ord_0000096,1,paypal,1,28.47
ord_0000097,1,paypal,1,91.46
ord_0000098,1,credit_card,1,111.35
ord_0000099,1,debit_card,1,191.08
ord_0000100,1,voucher,1,68.66
ord_0000101,1,paypal,1,38.13
ord_0000101,2,credit_card,1,38.13
ord_0000102,1,voucher,1,17.1
ord_0000103,1,credit_card,3,93.66
ord_0000104,1,debit_card,1,105.83
ord_0000105,1,debit_card,1,97.68
ord_0000106,1,credit_card,3,67.1
ord_0000107,1,credit_card,1,29.54
ord_0000108,1,credit_card,12,53.09
ord_0000109,1,voucher,1,40.46
ord_0000110,1,credit_card,1,103.51
ord_0000111,1,debit_card,1,35.33
ord_0000112,1,debit_card,1,58.47
ord_0000113,1,paypal,1,52.93
ord_0000114,1,credit_card,1,86.28
ord_0000115,1,credit_card,1,30.79
ord_0000116,1,debit_card,1,418.6
ord_0000117,1,boleto,1,45.6
ord_0000118,1,debit_card,1,39.04
ord_0000119,1,credit_card,1,210.08
ord_0000120,1,debit_card,1,233.42
ord_0000121,1,credit_card,1,21.72
ord_0000122,1,credit_card,1,19.96
ord_0000123,1,voucher,1,81.09
ord_0000124,1,paypal,1,75.34
ord_0000125,1,paypal,1,123.19
ord_0000126,1,debit_card,1,37.55
ord_0000127,1,credit_card,1,32.21
ord_0000128,1,credit_card,1,130.66
ord_0000128,2,paypal,1,130.66
ord_0000129,1,credit_card,1,65.26
ord_0000130,1,voucher,1,17.26
ord_0000131,1,paypal,1,84.28
ord_0000132,1,credit_card,1,165.84
ord_0000133,1,paypal,1,38.64
ord_0000134,1,credit_card,12,684.89
ord_0000135,1,debit_card,1,213.02
ord_0000136,1,paypal,1,68.74
ord_0000137,1,debit_card,1,62.39
ord_0000138,1,credit_card,1,27.53
ord_0000139,1,debit_card,1,53.96
ord_0000140,1,paypal,1,21.98
ord_0000141,1,credit_card,8,218.22
ord_0000142,1,boleto,1,148.19
ord_0000143,1,boleto,1,100.97
ord_0000144,1,credit_card,1,18.25
ord_0000144,2,credit_card,1,18.25
ord_0000145,1,paypal,1,54.62
ord_0000146,1,debit_card,1,145.14
ord_0000147,1,boleto,1,97.44
ord_0000147,2,debit_card,1,97.44
ord_0000148,1,boleto,1,10.61
ord_0000148,2,credit_card,1,10.61
ord_0000149,1,paypal,1,37.58
ord_0000150,1,credit_card,1,34.61
ord_0000151,1,credit_card,1,47.78
ord_0000152,1,credit_card,1,232.69
ord_0000153,1,debit_card,1,63.12
ord_0000154,1,paypal,1,31.03
ord_0000154,2,credit_card,3,31.03
ord_0000155,1,credit_card,4,73.43
ord_0000156,1,credit_card,1,13.82
ord_0000157,1,credit_card,1,313.1
ord_0000158,1,paypal,1,80.72
ord_0000159,1,credit_card,3,164.61
ord_0000160,1,debit_card,1,119.55
ord_0000161,1,paypal,1,41.06
ord_0000162,1,credit_card,1,33.67
ord_0000163,1,credit_card,3,60.15
ord_0000164,1,credit_card,1,32.2
ord_0000165,1,debit_card,1,81.67
ord_0000166,1,credit_card,3,65.03
ord_0000167,1,credit_card,4,216.34
ord_0000168,1,credit_card,1,24.84
ord_0000169,1,paypal,1,63.94
ord_0000170,1,credit_card,1,22.22
ord_0000171,1,credit_card,1,45.05
ord_0000172,1,paypal,1,86.74
ord_0000173,1,credit_card,1,19.08
ord_0000174,1,credit_card,1,49.4
ord_0000175,1,paypal,1,98.06
ord_0000176,1,debit_card,1,57.03
ord_0000177,1,credit_card,1,29.59
ord_0000177,2,credit_card,3,29.59
ord_0000178,1,credit_card,1,83.69
ord_0000179,1,debit_card,1,38.27
ord_0000180,1,credit_card,1,183.7
ord_0000181,1,debit_card,1,51.52
ord_0000182,1,boleto,1,18.69
ord_0000183,1,credit_card,1,132.73
ord_0000184,1,paypal,1,76.81
ord_0000185,1,credit_card,4,61.47
ord_0000186,1,debit_card,1,86.74
ord_0000187,1,credit_card,1,92.32
ord_0000188,1,debit_card,1,22.62
ord_0000189,1,credit_card,1,43.01
ord_0000190,1,credit_card,1,35.59
ord_0000191,1,debit_card,1,123.57
ord_0000192,1,debit_card,1,155.34
ord_0000193,1,credit_card,1,109.22
ord_0000194,1,credit_card,3,37.95
ord_0000194,2,debit_card,1,37.95
ord_0000195,1,credit_card,1,12.89
ord_0000195,2,paypal,1,12.89
ord_0000196,1,credit_card,1,29.31
ord_0000197,1,credit_card,1,48.89
ord_0000198,1,voucher,1,12.56
ord_0000198,2,credit_card,1,12.56
ord_0000199,1,credit_card,1,32.66
ord_0000200,1,credit_card,1,45.02
ord_0000201,1,debit_card,1,54.33
ord_0000202,1,credit_card,1,50.06
ord_0000203,1,credit_card,2,104.67
ord_0000204,1,voucher,1,24.17
ord_0000205,1,paypal,1,87.0
ord_0000206,1,credit_card,1,26.31
ord_0000207,1,boleto,1,45.83
ord_0000208,1,debit_card,1,43.69
ord_0000209,1,paypal,1,257.89
ord_0000210,1,boleto,1,27.36
ord_0000211,1,credit_card,1,28.21
ord_0000212,1,boleto,1,227.89
ord_0000213,1,credit_card,1,47.31
ord_0000214,1,voucher,1,55.65
ord_0000215,1,credit_card,3,73.72
ord_0000216,1,credit_card,1,65.08
ord_0000216,2,debit_card,1,65.08
ord_0000217,1,paypal,1,41.25
ord_0000218,1,credit_card,6,56.46
ord_0000219,1,debit_card,1,186.84
ord_0000220,1,credit_card,2,130.66
ord_0000221,1,credit_card,2,271.61
ord_0000222,1,credit_card,1,161.67
ord_0000223,1,credit_card,1,98.6
ord_0000224,1,credit_card,1,94.97
ord_0000225,1,paypal,1,116.24
ord_0000226,1,boleto,1,68.8
ord_0000226,2,boleto,1,68.8
ord_0000227,1,debit_card,1,39.54
ord_0000228,1,credit_card,1,37.62
ord_0000229,1,credit_card,6,111.82
ord_0000230,1,credit_card,6,259.77
ord_0000231,1,credit_card,1,56.57
ord_0000232,1,voucher,1,31.26
ord_0000233,1,credit_card,1,24.06
ord_0000234,1,credit_card,2,334.96
ord_0000235,1,debit_card,1,37.26
ord_0000235,2,credit_card,1,37.26
ord_0000236,1,credit_card,1,45.48
ord_0000237,1,debit_card,1,407.76
ord_0000238,1,paypal,1,844.6
ord_0000239,1,debit_card,1,47.87
ord_0000240,1,credit_card,1,30.58
ord_0000241,1,credit_card,1,13.34
ord_0000241,2,paypal,1,13.34
ord_0000242,1,credit_card,1,208.63
ord_0000243,1,paypal,1,156.89
ord_0000244,1,debit_card,1,280.26
ord_0000245,1,voucher,1,28.59
ord_0000246,1,credit_card,1,41.28
ord_0000246,2,boleto,1,41.28
ord_0000247,1,debit_card,1,161.3
ord_0000248,1,credit_card,1,61.18
ord_0000249,1,paypal,1,30.12
ord_0000249,2,credit_card,1,30.12
ord_0000250,1,debit_card,1,248.31
ord_0000251,1,debit_card,1,78.76
ord_0000252,1,credit_card,1,32.18
ord_0000253,1,credit_card,1,51.62
ord_0000254,1,debit_card,1,86.79
ord_0000255,1,credit_card,4,84.45
ord_0000256,1,debit_card,1,44.12
ord_0000257,1,credit_card,3,328.79
ord_0000258,1,paypal,1,39.1
ord_0000259,1,credit_card,1,16.54
ord_0000259,2,paypal,1,16.54
ord_0000260,1,voucher,1,93.91
ord_0000261,1,paypal,1,59.57
ord_0000262,1,credit_card,1,22.5
ord_0000262,2,credit_card,1,22.5
ord_0000263,1,credit_card,6,64.52
ord_0000264,1,debit_card,1,28.36
ord_0000265,1,credit_card,1,98.88
ord_0000266,1,credit_card,8,126.75
ord_0000266,2,debit_card,1,126.75
ord_0000267,1,paypal,1,22.71
ord_0000268,1,credit_card,1,50.58
ord_0000269,1,paypal,1,18.8
ord_0000269,2,credit_card,1,18.8
ord_0000270,1,credit_card,2,102.73
ord_0000271,1,boleto,1,83.02
ord_0000272,1,debit_card,1,208.5
ord_0000273,1,credit_card,1,17.89
ord_0000274,1,boleto,1,87.69
ord_0000275,1,credit_card,1,20.58
ord_0000276,1,debit_card,1,91.17
ord_0000277,1,credit_card,1,10.61
ord_0000277,2,paypal,1,10.61
ord_0000278,1,credit_card,1,87.32
ord_0000279,1,debit_card,1,67.79
ord_0000280,1,credit_card,1,20.97
ord_0000281,1,credit_card,1,29.32
ord_0000282,1,credit_card,10,637.22
ord_0000283,1,debit_card,1,22.62
ord_0000284,1,debit_card,1,110.7
ord_0000285,1,credit_card,1,44.57
ord_0000286,1,credit_card,1,17.9
ord_0000287,1,paypal,1,74.33
ord_0000288,1,debit_card,1,87.37
ord_0000289,1,debit_card,1,33.5
ord_0000290,1,boleto,1,48.21
ord_0000291,1,credit_card,1,14.9
ord_0000292,1,credit_card,1,46.44
ord_0000293,1,credit_card,1,18.26
ord_0000294,1,debit_card,1,59.34
ord_0000295,1,credit_card,1,110.05
ord_0000296,1,paypal,1,59.5
ord_0000297,1,credit_card,1,73.8
ord_0000298,1,credit_card,2,203.99
ord_0000299,1,credit_card,1,222.43
ord_0000300,1,credit_card,1,28.6
ord_0000301,1,debit_card,1,24.64
ord_0000301,2,paypal,1,24.64
ord_0000302,1,credit_card,1,26.5
ord_0000303,1,credit_card,1,102.01
ord_0000304,1,credit_card,1,107.87
ord_0000305,1,credit_card,2,156.82
ord_0000306,1,debit_card,1,293.21
ord_0000307,1,credit_card,1,28.17
ord_0000308,1,credit_card,1,135.25
ord_0000309,1,credit_card,4,35.45
ord_0000309,2,credit_card,2,35.45
ord_0000310,1,credit_card,1,39.47
ord_0000311,1,credit_card,1,259.03
ord_0000312,1,debit_card,1,18.71
ord_0000313,1,credit_card,2,157.11
ord_0000314,1,credit_card,1,40.58
ord_0000314,2,voucher,1,40.58
ord_0000315,1,credit_card,3,125.94
ord_0000316,1,debit_card,1,110.14
ord_0000317,1,paypal,1,33.63
ord_0000318,1,debit_card,1,127.23
ord_0000319,1,debit_card,1,122.35
ord_0000320,1,credit_card,3,101.34
ord_0000321,1,voucher,1,25.35
ord_0000322,1,credit_card,3,134.49
ord_0000323,1,credit_card,1,123.17
ord_0000324,1,credit_card,1,104.86
ord_0000325,1,credit_card,3,124.94
ord_0000326,1,credit_card,3,59.91
ord_0000327,1,credit_card,1,34.51
ord_0000328,1,credit_card,4,85.73
ord_0000329,1,credit_card,1,25.28
ord_0000330,1,credit_card,1,115.35
ord_0000331,1,credit_card,2,156.53
ord_0000332,1,credit_card,3,326.28
ord_0000333,1,credit_card,1,71.83
ord_0000334,1,credit_card,1,41.54
ord_0000335,1,voucher,1,101.17
ord_0000336,1,credit_card,3,64.13
ord_0000337,1,credit_card,3,52.69
ord_0000338,1,credit_card,1,118.67
ord_0000339,1,credit_card,4,246.87
ord_0000340,1,credit_card,6,75.35
ord_0000341,1,credit_card,3,384.03
ord_0000342,1,paypal,1,83.91
ord_0000343,1,credit_card,1,52.79
ord_0000343,2,paypal,1,52.79
ord_0000344,1,boleto,1,34.97
ord_0000345,1,credit_card,10,132.41
ord_0000346,1,boleto,1,263.76
ord_0000347,1,debit_card,1,40.22
ord_0000348,1,credit_card,1,254.64
ord_0000349,1,credit_card,1,139.67
ord_0000350,1,credit_card,1,52.12
ord_0000351,1,paypal,1,57.57
ord_0000352,1,debit_card,1,35.97
ord_0000353,1,credit_card,1,14.7
ord_0000354,1,credit_card,3,58.38
ord_0000355,1,credit_card,1,121.98
ord_0000356,1,credit_card,12,259.65
ord_0000356,2,credit_card,1,259.65
ord_0000357,1,debit_card,1,111.62
ord_0000358,1,credit_card,6,218.52
ord_0000358,2,credit_card,1,218.52
ord_0000359,1,credit_card,1,57.55
ord_0000360,1,credit_card,1,40.48
ord_0000361,1,credit_card,2,79.85
ord_0000362,1,credit_card,1,35.42
ord_0000363,1,paypal,1,125.04
ord_0000364,1,credit_card,1,76.48
ord_0000365,1,credit_card,1,28.74
ord_0000366,1,paypal,1,79.36
ord_0000367,1,credit_card,1,67.72
ord_0000368,1,credit_card,1,16.68
ord_0000369,1,paypal,1,55.94
ord_0000370,1,credit_card,1,76.56
ord_0000371,1,paypal,1,27.47
ord_0000372,1,voucher,1,30.89
ord_0000373,1,credit_card,1,40.49
ord_0000374,1,credit_card,1,24.83
ord_0000375,1,paypal,1,53.68
ord_0000376,1,credit_card,6,68.6
ord_0000377,1,credit_card,1,108.83
ord_0000378,1,paypal,1,534.16
ord_0000379,1,voucher,1,1292.74
ord_0000380,1,boleto,1,67.23
ord_0000381,1,paypal,1,91.63
ord_0000382,1,credit_card,1,83.17
ord_0000383,1,boleto,1,52.16
ord_0000383,2,credit_card,1,52.16
ord_0000384,1,credit_card,1,19.69
ord_0000385,1,credit_card,1,246.29
ord_0000386,1,debit_card,1,63.27
ord_0000387,1,credit_card,1,120.94
ord_0000388,1,credit_card,1,49.87
ord_0000389,1,debit_card,1,57.76
ord_0000390,1,credit_card,3,59.11
ord_0000391,1,credit_card,1,403.23
ord_0000392,1,debit_card,1,164.58
ord_0000393,1,credit_card,1,33.36
ord_0000394,1,credit_card,1,238.13
ord_0000395,1,paypal,1,91.68
ord_0000396,1,credit_card,1,47.32
ord_0000397,1,boleto,1,31.57
ord_0000398,1,paypal,1,25.01
ord_0000399,1,paypal,1,90.16
ord_0000400,1,credit_card,1,74.16
ord_0000401,1,credit_card,1,64.21
ord_0000402,1,credit_card,1,22.84
ord_0000402,2,credit_card,1,22.84
ord_0000403,1,debit_card,1,97.72
ord_0000404,1,paypal,1,25.49
ord_0000405,1,boleto,1,10.75
ord_0000405,2,debit_card,1,10.75
ord_0000406,1,credit_card,3,56.66
ord_0000407,1,credit_card,6,454.7
ord_0000408,1,credit_card,1,40.33
ord_0000409,1,voucher,1,457.54
ord_0000410,1,boleto,1,95.54
ord_0000410,2,credit_card,6,95.54
ord_0000411,1,credit_card,1,12.9
ord_0000411,2,debit_card,1,12.9
ord_0000412,1,credit_card,1,113.72
ord_0000413,1,debit_card,1,24.35
ord_0000414,1,boleto,1,252.3
ord_0000415,1,paypal,1,211.05
ord_0000416,1,credit_card,1,24.05
ord_0000417,1,credit_card,6,61.81
ord_0000418,1,credit_card,1,34.67
ord_0000419,1,credit_card,1,45.01
ord_0000420,1,credit_card,1,18.0
ord_0000421,1,boleto,1,85.58
ord_0000422,1,credit_card,10,68.24
ord_0000423,1,credit_card,1,23.97
ord_0000424,1,boleto,1,200.28
ord_0000425,1,credit_card,1,288.24
ord_0000426,1,debit_card,1,71.27
ord_0000427,1,debit_card,1,69.62
ord_0000428,1,boleto,1,83.99
ord_0000429,1,voucher,1,26.7
ord_0000430,1,credit_card,1,16.54
ord_0000430,2,voucher,1,16.54
ord_0000431,1,paypal,1,67.11
ord_0000432,1,credit_card,1,21.47
ord_0000433,1,paypal,1,17.04
ord_0000434,1,credit_card,1,41.66
ord_0000435,1,credit_card,1,48.68
ord_0000436,1,credit_card,1,32.98
ord_0000437,1,credit_card,1,12.98
ord_0000438,1,debit_card,1,34.55
ord_0000438,2,credit_card,1,34.55
ord_0000439,1,credit_card,1,37.31
ord_0000439,2,paypal,1,37.31
ord_0000440,1,boleto,1,81.85
ord_0000441,1,credit_card,10,62.27
ord_0000442,1,credit_card,1,43.11
ord_0000443,1,credit_card,6,55.61
ord_0000444,1,paypal,1,51.23
ord_0000445,1,credit_card,1,20.17
ord_0000446,1,credit_card,1,60.11
ord_0000447,1,paypal,1,116.15
ord_0000448,1,debit_card,1,144.47
ord_0000449,1,credit_card,1,28.21
ord_0000450,1,credit_card,1,76.59
ord_0000451,1,credit_card,12,51.47
ord_0000452,1,credit_card,6,83.15
ord_0000453,1,credit_card,1,14.37
ord_0000454,1,debit_card,1,78.94
ord_0000455,1,credit_card,1,34.31
ord_0000456,1,credit_card,1,120.61
ord_0000457,1,debit_card,1,61.6
ord_0000458,1,credit_card,1,32.64
ord_0000459,1,voucher,1,38.9
ord_0000459,2,credit_card,1,38.9
ord_0000460,1,credit_card,12,317.99
ord_0000461,1,debit_card,1,77.52
ord_0000462,1,credit_card,1,64.45
ord_0000463,1,paypal,1,35.48
ord_0000463,2,voucher,1,35.48
ord_0000464,1,credit_card,2,104.01
ord_0000465,1,credit_card,1,86.76
ord_0000466,1,credit_card,1,37.36
ord_0000467,1,debit_card,1,54.13
ord_0000468,1,debit_card,1,18.11
ord_0000469,1,credit_card,1,60.18
ord_0000470,1,credit_card,2,121.31
ord_0000471,1,paypal,1,30.56
ord_0000472,1,credit_card,1,106.2
ord_0000473,1,debit_card,1,84.53
ord_0000474,1,credit_card,4,66.03
ord_0000475,1,credit_card,4,102.99
ord_0000476,1,voucher,1,289.68
ord_0000477,1,paypal,1,31.58
ord_0000478,1,credit_card,12,265.2
ord_0000479,1,debit_card,1,23.93
ord_0000480,1,credit_card,4,93.52
ord_0000481,1,credit_card,8,77.28
ord_0000481,2,credit_card,3,77.28
ord_0000482,1,credit_card,10,104.55
ord_0000483,1,credit_card,12,150.74
ord_0000484,1,credit_card,1,30.75
ord_0000485,1,credit_card,1,33.2
ord_0000486,1,credit_card,1,40.87
ord_0000487,1,paypal,1,85.26
ord_0000488,1,credit_card,1,56.61
ord_0000489,1,debit_card,1,38.9
ord_0000490,1,debit_card,1,67.33
ord_0000491,1,credit_card,1,106.45
ord_0000492,1,credit_card,1,36.56
ord_0000493,1,credit_card,1,12.75
ord_0000493,2,boleto,1,12.75
ord_0000494,1,credit_card,1,47.01
ord_0000495,1,debit_card,1,125.28
ord_0000496,1,credit_card,1,15.5
ord_0000497,1,credit_card,1,36.07
ord_0000498,1,paypal,1,22.97
ord_0000499,1,boleto,1,102.44
ord_0000500,1,debit_card,1,120.78
ord_0000501,1,credit_card,1,43.49
ord_0000502,1,credit_card,1,68.78
ord_0000503,1,paypal,1,127.75
ord_0000504,1,credit_card,1,35.0
ord_0000505,1,credit_card,1,27.2
ord_0000506,1,credit_card,1,28.07
ord_0000507,1,credit_card,1,13.02
ord_0000508,1,credit_card,1,35.15
ord_0000509,1,debit_card,1,51.02
ord_0000510,1,credit_card,1,284.03
ord_0000511,1,credit_card,1,132.71
ord_0000512,1,credit_card,1,20.61
ord_0000513,1,credit_card,1,146.43
ord_0000514,1,credit_card,2,1486.32
ord_0000515,1,debit_card,1,34.21
ord_0000516,1,debit_card,1,24.52
ord_0000516,2,credit_card,1,24.52
ord_0000517,1,debit_card,1,86.37
ord_0000518,1,credit_card,1,55.42
ord_0000519,1,credit_card,2,320.26
ord_0000520,1,debit_card,1,75.55
ord_0000521,1,credit_card,1,39.42
ord_0000522,1,credit_card,1,60.59
ord_0000523,1,credit_card,1,19.02
ord_0000524,1,debit_card,1,64.46
ord_0000525,1,voucher,1,92.96
ord_0000526,1,debit_card,1,195.14
ord_0000527,1,voucher,1,18.87
ord_0000528,1,paypal,1,243.43
ord_0000528,2,credit_card,1,243.43
ord_0000529,1,debit_card,1,133.58
ord_0000530,1,debit_card,1,42.6
ord_0000531,1,credit_card,1,59.36
ord_0000532,1,boleto,1,34.52
ord_0000533,1,credit_card,1,73.52
ord_0000534,1,credit_card,4,257.94
ord_0000535,1,debit_card,1,139.12
ord_0000536,1,boleto,1,126.4
ord_0000537,1,boleto,1,94.98
ord_0000538,1,credit_card,1,28.64
ord_0000539,1,boleto,1,62.07
ord_0000540,1,boleto,1,62.61
ord_0000541,1,voucher,1,59.46
ord_0000542,1,credit_card,6,53.0
ord_0000542,2,credit_card,1,53.0
ord_0000543,1,credit_card,1,90.4
ord_0000544,1,credit_card,1,20.85
ord_0000545,1,voucher,1,78.24
ord_0000546,1,paypal,1,33.06
ord_0000547,1,debit_card,1,24.97
ord_0000548,1,credit_card,1,90.21
ord_0000549,1,credit_card,1,138.14
ord_0000550,1,credit_card,1,83.03
ord_0000551,1,credit_card,1,233.33
ord_0000552,1,paypal,1,45.18
ord_0000553,1,credit_card,1,158.67
ord_0000554,1,debit_card,1,32.27
ord_0000554,2,boleto,1,32.27
ord_0000555,1,credit_card,1,137.58
ord_0000556,1,credit_card,2,147.24
ord_0000557,1,credit_card,4,106.12
ord_0000558,1,debit_card,1,17.15
ord_0000559,1,paypal,1,112.94
ord_0000560,1,credit_card,6,86.79
ord_0000561,1,credit_card,1,14.63
ord_0000562,1,credit_card,1,22.8
ord_0000563,1,debit_card,1,30.45
ord_0000564,1,credit_card,6,89.14
ord_0000565,1,credit_card,3,68.04
ord_0000565,2,credit_card,1,68.04
ord_0000566,1,credit_card,4,85.16
ord_0000567,1,credit_card,1,29.19
ord_0000568,1,debit_card,1,212.47
ord_0000569,1,boleto,1,109.35
ord_0000570,1,credit_card,1,24.58
ord_0000571,1,credit_card,1,93.78
ord_0000572,1,boleto,1,102.7
ord_0000573,1,credit_card,2,96.98
ord_0000574,1,paypal,1,33.27
ord_0000575,1,paypal,1,47.32
ord_0000576,1,credit_card,1,51.83
ord_0000577,1,debit_card,1,77.13
ord_0000578,1,voucher,1,235.18
ord_0000579,1,boleto,1,161.09
ord_0000580,1,credit_card,1,34.65
ord_0000581,1,credit_card,1,29.39
ord_0000582,1,debit_card,1,22.12
ord_0000583,1,voucher,1,56.8
ord_0000584,1,credit_card,1,47.31
ord_0000585,1,credit_card,1,118.4
ord_0000586,1,credit_card,1,19.86
ord_0000587,1,paypal,1,18.71
ord_0000588,1,debit_card,1,16.68
ord_0000589,1,paypal,1,157.23
ord_0000590,1,credit_card,1,28.74
ord_0000591,1,credit_card,1,116.88
ord_0000592,1,credit_card,8,86.8
ord_0000593,1,boleto,1,29.74
ord_0000594,1,paypal,1,45.95
ord_0000595,1,debit_card,1,27.0
ord_0000596,1,debit_card,1,238.17
ord_0000597,1,boleto,1,24.33
ord_0000598,1,credit_card,12,101.19
ord_0000599,1,boleto,1,21.01
ord_0000600,1,paypal,1,112.58
ord_0000601,1,credit_card,1,23.88
ord_0000602,1,credit_card,1,111.99
ord_0000603,1,credit_card,3,52.58
ord_0000604,1,boleto,1,63.26
ord_0000605,1,boleto,1,50.5
ord_0000606,1,credit_card,1,112.59
ord_0000607,1,debit_card,1,71.69
ord_0000608,1,debit_card,1,45.64
ord_0000609,1,credit_card,1,60.99
ord_0000610,1,voucher,1,51.07
ord_0000611,1,credit_card,1,59.52
ord_0000612,1,credit_card,1,38.27
ord_0000613,1,credit_card,1,118.87
ord_0000614,1,voucher,1,38.16
ord_0000615,1,credit_card,3,52.19
ord_0000616,1,credit_card,12,104.41
ord_0000617,1,debit_card,1,104.66
ord_0000618,1,boleto,1,184.77
ord_0000619,1,credit_card,1,14.65
ord_0000620,1,credit_card,1,31.92
ord_0000621,1,debit_card,1,20.08
ord_0000622,1,credit_card,3,130.83
ord_0000623,1,debit_card,1,24.07
ord_0000624,1,debit_card,1,45.5
ord_0000625,1,paypal,1,111.16
ord_0000626,1,credit_card,1,33.29
ord_0000627,1,paypal,1,125.04
ord_0000628,1,credit_card,1,46.79
ord_0000629,1,credit_card,1,26.05
ord_0000629,2,debit_card,1,26.05
ord_0000630,1,debit_card,1,29.58
ord_0000630,2,credit_card,8,29.58
ord_0000631,1,credit_card,10,134.33
ord_0000632,1,paypal,1,482.04
ord_0000633,1,voucher,1,56.42
ord_0000634,1,credit_card,1,67.17
ord_0000635,1,credit_card,1,21.2
ord_0000636,1,paypal,1,61.62
ord_0000637,1,debit_card,1,78.92
ord_0000638,1,voucher,1,42.33
ord_0000639,1,credit_card,1,60.16
ord_0000640,1,credit_card,1,79.61
ord_0000641,1,credit_card,6,74.2
ord_0000642,1,credit_card,1,45.82
ord_0000643,1,credit_card,1,35.03
ord_0000644,1,debit_card,1,548.79
ord_0000645,1,paypal,1,62.75
ord_0000645,2,credit_card,4,62.75
ord_0000646,1,credit_card,8,122.94
ord_0000647,1,credit_card,6,70.85
ord_0000648,1,paypal,1,114.62
ord_0000649,1,credit_card,1,64.78
ord_0000650,1,debit_card,1,65.11
ord_0000650,2,credit_card,2,65.11
