zip_prefix,state,latitude,longitude,city_bucket
10259,IL,39.6416,-89.4118,city_0188
10262,TN,37.1184,-85.9382,city_1260
10263,OK,36.4722,-95.4613,city_0832
10266,WY,43.3938,-108.636,city_0375
10271,MN,47.2841,-94.7962,city_1708
10273,MS,31.9288,-90.4367,city_1035
10274,ID,42.8656,-113.9765,city_1906
10276,LA,31.5769,-93.7866,city_1599
10277,ID,42.6397,-115.7407,city_1552
10278,OH,40.6077,-81.8607,city_1462
10280,SD,42.5449,-98.0598,city_1084
10282,GA,32.5489,-83.3008,city_0266
10283,HI,20.2351,-155.8644,city_0598
10284,NH,43.3982,-72.0379,city_1465
10285,GA,32.2526,-84.8601,city_1545
10286,OH,40.4415,-83.3625,city_1636
10287,TN,35.2622,-87.3427,city_1273
10288,MO,38.0402,-93.6206,city_0428
10291,CO,39.3006,-104.9377,city_0964
10293,UT,40.7506,-112.5191,city_1339
10294,WY,44.9005,-109.8778,city_1710
10295,IL,40.2526,-88.035,city_0398
10296,FL,27.8047,-80.3956,city_1473
10297,MO,38.8137,-91.1287,city_0237
10298,OK,36.4207,-97.0362,city_0216
10300,PA,39.2461,-77.9995,city_0419
10301,MA,42.2708,-72.1618,city_0202
10302,SC,33.491,-83.5065,city_0142
10303,MT,46.73,-109.7667,city_1158
10304,IL,39.7324,-89.7792,city_1264
10307,PA,40.4521,-76.2381,city_1588
10309,ID,43.9616,-112.8947,city_0090
10311,WA,46.7527,-123.7332,city_0074
10312,IA,41.6375,-93.8064,city_1216
10313,SD,43.8176,-100.3326,city_0585
10315,TX,31.166,-97.7798,city_0517
10316,WV,38.9466,-81.2666,city_1833
10317,MS,31.4448,-90.9191,city_0358
10318,MD,38.9311,-77.9198,city_1902
10319,MD,38.6521,-77.6559,city_0017
10321,AZ,34.8065,-111.968,city_0771
10323,TX,29.4191,-96.5991,city_0552
10325,CT,41.5837,-72.805,city_1178
10326,MT,48.2733,-110.2205,city_0098
10327,IL,38.9998,-89.2883,city_1612
10328,KS,37.1393,-98.7882,city_0218
10329,OR,44.0648,-122.8206,city_0330
10331,KS,38.2715,-99.8952,city_0920
10332,CT,41.7139,-72.4785,city_1920
10334,ME,45.9002,-67.7966,city_1332
10335,ID,43.8529,-114.1705,city_1353
10336,UT,40.2266,-112.2565,city_1552
10338,UT,40.552,-111.9551,city_0205
10339,ME,46.1702,-72.6411,city_1503
10340,NE,42.3883,-98.3685,city_0665
10342,MS,34.7697,-90.0429,city_0270
10344,WV,38.3858,-81.3712,city_1271
10345,NJ,40.909,-74.5425,city_1573
10347,MT,47.7915,-110.4552,city_0236
10348,MD,37.5686,-77.5623,city_0837
10349,WI,44.7244,-89.6476,city_0937
10350,MI,44.3326,-85.2003,city_1735
10351,NH,42.2743,-71.9788,city_1926
10352,WY,41.8568,-106.6676,city_1961
10353,VT,44.1892,-73.1626,city_0570
10354,MO,39.0688,-92.3134,city_0076
10356,FL,26.9108,-79.3005,city_0242
10357,NC,34.5238,-79.9845,city_0066
10358,VT,43.7935,-72.0648,city_0723
10359,OH,39.3179,-81.8116,city_1285
10360,NY,42.8802,-73.8112,city_1518
10361,NH,42.8928,-72.2944,city_1430
10362,AK,61.4937,-151.9047,city_1584
10363,OR,43.8256,-121.4807,city_1839
10365,WI,43.8004,-89.5153,city_0358
10366,WV,37.7015,-81.6412,city_1294
10368,PA,40.3903,-77.1674,city_0831
10369,RI,42.1171,-71.8899,city_0601
10370,CT,40.9043,-71.3253,city_0066
10372,KY,37.1411,-85.9819,city_1239
10373,FL,26.5686,-81.1699,city_0343
10374,VA,37.0512,-78.5004,city_1014
10375,NM,35.4565,-105.4682,city_1155
10376,OK,35.3448,-98.7854,city_0085
10377,OR,46.7721,-123.3881,city_1200
10378,TN,36.2324,-88.6649,city_1301
10379,ME,46.3218,-68.9481,city_0788
10380,PA,39.2037,-77.6935,city_0944
10381,OK,36.1778,-95.4392,city_1698
10384,VA,37.6466,-78.44,city_0108
10386,VA,37.4831,-77.9057,city_0806
10387,ID,44.5377,-114.5107,city_0228
10388,IA,41.184,-92.9006,city_0866
10389,WA,48.3426,-118.8017,city_0409
10390,ME,44.1674,-68.413,city_1399
10392,IA,41.3609,-92.5459,city_1231
10393,NE,41.2997,-100.0873,city_1520
10394,AL,31.9819,-87.4986,city_0084
10395,AL,32.7884,-87.1905,city_1904
10396,NY,42.3442,-75.4741,city_1584
10398,SD,44.0138,-100.0127,city_0720
10399,HI,21.5322,-157.0381,city_1457
10400,PA,40.1828,-78.0726,city_0962
10401,MT,46.3739,-109.1535,city_0404
10403,IN,39.5636,-86.6591,city_1481
10404,MT,47.1704,-107.9599,city_1618
10406,NM,34.7462,-106.1646,city_1775
10407,CO,37.8045,-104.9038,city_0767
10409,TN,34.5938,-86.7716,city_1935
10410,WA,47.6178,-120.8638,city_0837
10411,TN,36.4043,-85.9638,city_1258
10413,VA,36.9832,-79.0785,city_0385
10414,CT,40.7185,-73.46,city_1617
10415,NJ,40.0411,-74.9196,city_1808
10417,NM,35.3358,-105.8595,city_0296
10418,AZ,33.7077,-110.1381,city_1040
10419,DE,38.726,-75.337,city_1486
10420,UT,39.9959,-112.69,city_0696
10421,MN,45.2083,-93.1494,city_1309
10424,UT,40.2423,-112.325,city_0072
10425,KY,37.094,-85.7979,city_0590
10426,AK,61.0851,-152.5844,city_1726
10429,MN,46.1106,-95.2214,city_0589
10430,NM,33.0668,-105.1108,city_1391
10432,IA,41.2353,-92.7336,city_1702
10433,NJ,39.589,-73.9513,city_1544
10434,SD,43.7933,-99.7592,city_0215
10435,SD,42.1856,-99.1923,city_0035
10436,DE,40.2961,-75.1932,city_0814
10437,CO,39.9769,-103.8996,city_1057
10438,LA,31.3839,-92.6144,city_1179
10439,NY,41.8766,-73.6682,city_0609
10440,SD,44.0979,-98.5995,city_1713
10441,GA,31.5237,-84.3256,city_1116
10442,WA,48.1973,-121.1499,city_0557
10443,CO,40.5329,-104.8368,city_1235
10445,SC,33.901,-81.0186,city_1990
10447,NM,34.1829,-107.7693,city_1898
10451,SC,32.805,-80.9546,city_1683
10453,MO,39.4355,-92.3272,city_1803
10455,NM,35.1156,-106.6397,city_0200
10456,NE,39.7972,-100.0364,city_0260
10457,VT,43.8733,-72.7031,city_0067
10458,ME,44.3682,-69.9243,city_0556
10460,ID,43.6872,-113.4631,city_0684
10461,OK,36.8268,-97.2612,city_0746
10462,AR,35.5462,-92.5515,city_1381
10463,OR,45.5233,-123.2728,city_1807
10464,WY,41.7018,-106.1568,city_0534
10466,WA,49.4906,-122.0776,city_1594
10467,MO,38.7211,-90.6582,city_1861
10468,IA,42.3712,-93.7213,city_0571
10470,IL,41.4093,-88.5806,city_1462
10471,NC,36.4872,-80.5733,city_1334
10472,MO,38.2734,-91.136,city_0220
10474,NV,39.5588,-117.2273,city_0821
10475,KS,38.9358,-99.588,city_0660
10476,RI,42.3644,-71.2676,city_1476
10477,NC,35.0439,-79.2017,city_0293
10478,AR,34.6006,-93.818,city_1169
10479,GA,33.0049,-84.2988,city_1620
10480,AR,36.3693,-92.024,city_0409
10481,AK,61.5444,-152.4106,city_0956
10482,TN,35.8293,-87.2164,city_1834
10484,WY,44.3858,-107.7884,city_1303
10485,NM,33.4531,-107.2017,city_1427
10486,MT,47.4092,-109.2105,city_1656
10487,TN,35.5961,-85.8257,city_0891
10489,SC,33.9794,-80.7822,city_1342
10491,MI,42.6494,-85.7605,city_1978
10492,RI,41.3603,-71.5862,city_0853
10494,LA,30.1628,-93.0745,city_1307
10495,TN,36.5924,-87.2764,city_1726
10496,FL,26.1083,-82.1174,city_0571
10498,MS,33.1891,-89.918,city_1146
10500,VA,38.2866,-78.1381,city_1921
10501,MO,37.9367,-94.4383,city_1024
10503,AZ,35.1156,-111.2704,city_1266
10505,MT,46.4472,-109.6359,city_0892
10506,KS,38.3984,-98.9487,city_0550
10507,MS,33.0574,-88.7842,city_0341
10509,MN,44.9445,-94.6889,city_1157
10511,LA,29.7809,-93.2753,city_0058
10512,WI,44.9192,-91.214,city_0952
10513,SD,42.2935,-100.141,city_1976
10515,MD,39.0314,-78.5539,city_0408
10517,FL,27.1861,-79.486,city_1635
10519,NY,41.5114,-76.1312,city_0245
10520,OH,40.7766,-84.2687,city_1935
10521,TX,29.9511,-96.7162,city_0413
10525,WI,43.8161,-91.7974,city_1301
10526,AR,35.5908,-93.3797,city_1891
10527,AK,62.8232,-151.8275,city_0157
10528,NH,42.8506,-72.4022,city_1432
10529,VA,38.0779,-77.8157,city_1751
10530,WA,47.773,-119.7735,city_0915
10531,ND,47.2792,-100.4526,city_1292
10532,OK,34.9986,-97.8402,city_0338
10534,TX,32.4666,-99.1227,city_0350
10535,SC,32.7917,-81.4692,city_1225
10537,DE,37.6762,-74.9812,city_1660
10538,OK,33.8371,-96.7573,city_1780
10540,WY,43.3256,-107.4197,city_1479
10541,MO,40.1669,-93.3062,city_1071
10542,GA,32.1167,-81.4212,city_0336
10543,CO,39.8916,-105.4203,city_1580
10544,KS,38.9744,-96.9654,city_1665
10545,WV,38.7147,-80.3575,city_0435
10546,NM,35.1153,-106.441,city_1493
10547,ME,43.7118,-69.2079,city_1586
10548,NJ,41.2112,-72.4331,city_0827
10549,MS,32.2936,-89.7972,city_0941
10550,AL,32.6679,-86.1639,city_1520
10553,DE,39.6567,-75.379,city_0467
10554,ND,47.4913,-99.8896,city_0396
10555,IN,39.2898,-86.1149,city_0009
10556,WY,43.2068,-108.5342,city_1975
10559,NV,36.9556,-118.6414,city_0190
10560,AR,35.1019,-91.8816,city_0593
10562,AK,61.6201,-152.2366,city_1746
10563,CT,41.6286,-73.1053,city_1354
10564,IA,42.1981,-94.5446,city_1818
10565,ID,44.2395,-115.0997,city_0971
10567,LA,31.6732,-91.1712,city_0781
10568,MT,47.0816,-108.984,city_0449
10569,IA,41.5184,-95.2108,city_1958
10570,MA,41.9656,-69.903,city_0354
10571,WY,43.4372,-107.132,city_1889
10572,UT,39.3383,-111.9621,city_1144
10574,KY,38.823,-85.4818,city_0353
10575,MI,44.1783,-85.5222,city_1299
10576,TX,29.7733,-98.2396,city_1131
10578,NC,36.0686,-81.5195,city_1886
10579,MT,45.7241,-109.936,city_1867
10581,MD,37.6538,-77.541,city_0911
10582,PA,41.3435,-78.2268,city_1636
10583,NC,36.1627,-80.6146,city_0898
10584,AZ,32.6966,-109.9681,city_1634
10587,MN,47.7039,-93.7008,city_0705
10588,WI,44.137,-91.1591,city_0065
10589,ND,47.5187,-99.7525,city_1368
10590,AL,32.7945,-84.6845,city_1773
10591,MT,47.5381,-110.0764,city_0138
10592,WY,42.702,-107.4134,city_1500
10593,TN,35.7704,-86.1787,city_0340
10594,AZ,33.0841,-111.0757,city_1717
10595,CT,39.96,-74.8528,city_0675
10597,WY,41.5013,-107.3158,city_1554
10598,LA,32.2614,-90.9951,city_0228
10600,ID,45.1544,-115.4054,city_0525
10601,FL,27.9468,-81.5622,city_1778
10603,NC,35.2458,-80.1653,city_0266
10605,MT,47.1629,-109.9383,city_1142
10606,NH,44.5599,-70.9051,city_0882
10607,FL,27.3555,-80.5346,city_1240
10608,FL,26.5741,-83.6107,city_0505
10610,MS,32.4643,-89.6824,city_1777
10611,UT,39.5012,-112.5223,city_1386
10612,NE,40.6173,-97.4289,city_0717
10614,TX,29.9988,-98.4087,city_1140
10615,HI,20.3943,-155.2372,city_1587
10616,OK,36.0563,-97.3182,city_0381
10617,MN,45.2886,-95.3635,city_0579
10618,HI,20.9611,-156.7406,city_0086
10619,IL,39.8972,-89.4058,city_0240
10620,NV,37.5532,-116.4451,city_0909
10621,IN,40.647,-88.4985,city_1822
10622,NJ,40.6707,-73.1183,city_0559
10623,OK,33.5948,-98.6467,city_0480
10624,ID,43.8514,-114.4412,city_0288
10626,RI,41.7976,-70.6324,city_0858
10627,PA,42.2626,-77.422,city_1240
10628,NC,36.8956,-80.1971,city_1524
10630,KS,37.1664,-97.4976,city_1997
10632,WI,44.7747,-90.1755,city_1195
10633,CT,41.7379,-74.352,city_0237
10634,WV,37.7795,-81.6305,city_0343
10636,OH,39.6958,-83.8653,city_1145
10638,SC,34.4058,-80.8197,city_0214
10639,IL,39.4731,-88.7277,city_1516
10640,ND,47.3554,-100.158,city_1689
10641,ID,44.7038,-113.3706,city_1739
10642,MT,46.6511,-108.3237,city_0084
10643,WI,44.3921,-89.8912,city_1075
10644,NM,33.9673,-106.3115,city_0731
10646,VA,36.6703,-78.1486,city_1743
10647,NY,42.6219,-74.0108,city_0155
10648,WY,43.2008,-106.399,city_0929
10649,UT,39.9935,-112.963,city_0867
10650,WY,42.4001,-108.1346,city_0392
10651,HI,19.7054,-156.4138,city_1232
10652,VA,36.3596,-79.2631,city_1225
10654,OH,40.6866,-83.7443,city_1196
10655,RI,41.9569,-71.1777,city_0129
10656,CT,42.0381,-72.0911,city_1295
10657,NH,43.4431,-72.2119,city_0093
10659,NH,43.1653,-72.2826,city_0963
10660,MA,41.359,-72.1221,city_1321
10661,TN,35.8549,-83.908,city_1149
10662,NJ,39.3807,-75.7029,city_0555
10663,LA,30.3578,-91.4478,city_0766
10664,LA,30.9249,-92.9453,city_0918
10665,HI,19.9268,-157.03,city_0659
10668,ND,47.2726,-99.1842,city_1465
10669,AL,33.1265,-87.0682,city_1031
10670,MD,38.8676,-76.3583,city_1431
10673,NY,43.0602,-74.6288,city_1172
10674,KS,38.8552,-98.6948,city_1202
10675,WI,43.7606,-90.0052,city_0629
10676,OH,40.2248,-83.3262,city_1334
10678,FL,29.0804,-81.8151,city_0702
10679,TN,36.0933,-88.3751,city_1570
10680,AK,63.074,-150.8194,city_0373
10681,AZ,33.6067,-110.6162,city_1739
10682,OH,40.6387,-82.3509,city_0739
10683,WA,46.8553,-120.0002,city_0678
10684,OH,41.2868,-82.6082,city_0683
10685,HI,20.9139,-153.856,city_0839
10686,NC,33.9097,-79.8137,city_0369
10687,WI,43.4877,-88.5676,city_0726
10688,AZ,31.5992,-114.2651,city_0214
10690,CT,41.6043,-74.2423,city_1890
10691,PA,39.3608,-76.4995,city_1885
10693,AK,60.5799,-152.6596,city_1929
10694,GA,31.9529,-82.2875,city_0962
10695,NC,35.5873,-80.7235,city_1057
10697,PA,41.4248,-76.6626,city_1855
10698,MT,46.3265,-111.3643,city_1599
10700,TN,36.4676,-87.8002,city_0867
10701,SC,33.3342,-80.6469,city_1776
10702,NC,35.9855,-79.6752,city_1104
10704,FL,28.0514,-81.762,city_1841
10705,KY,37.213,-83.4295,city_1006
10706,MO,38.4153,-92.914,city_1827
10707,AL,32.449,-86.4602,city_0361
10708,NC,36.1732,-78.228,city_0966
10709,KY,36.4146,-84.2706,city_1546
10712,NH,42.7756,-70.0572,city_0469
10713,NE,41.4988,-97.1202,city_1310
10715,NH,43.6124,-70.5182,city_1710
10716,AK,62.3928,-152.4479,city_1390
10717,IA,42.4294,-94.0802,city_1955
10718,HI,21.4457,-155.741,city_0368
10719,MN,45.5495,-96.9145,city_1616
10720,NM,34.8158,-105.2214,city_1268
10721,OH,39.2115,-81.3494,city_1958
10722,AR,33.6624,-92.8764,city_1326
10723,IL,40.1365,-89.0266,city_1733
10724,OK,36.1053,-97.2614,city_1536
10726,AL,32.5099,-85.982,city_0077
10727,IN,39.8879,-87.132,city_1803
10728,NY,42.8581,-73.1825,city_0270
10729,WY,42.7211,-106.7448,city_0735
10730,CO,39.7671,-106.5487,city_1129
10731,MA,41.4217,-71.1374,city_1166
10732,SD,44.387,-98.9965,city_0389
10733,WA,47.7912,-120.674,city_1343
10735,KS,38.0918,-97.4636,city_0398
10736,IL,39.7693,-89.6706,city_1746
10738,ND,48.7212,-99.7405,city_1448
10739,HI,20.2174,-156.3106,city_0552
10742,ND,46.5057,-98.9488,city_0311
10743,IL,39.3724,-87.9014,city_1884
10745,WI,44.565,-90.2536,city_0394
10747,NJ,41.6172,-74.2753,city_0138
10748,AL,31.4971,-85.3239,city_1600
10749,AZ,35.0966,-111.0533,city_1751
10750,TX,30.1464,-97.3574,city_0540
10751,WI,44.4066,-89.2634,city_0763
10752,OR,44.4877,-123.4064,city_1844
10753,IL,39.2772,-88.9983,city_1941
10754,NV,39.1234,-117.1601,city_0581
10755,AL,32.7367,-86.6445,city_0716
10756,NY,42.7142,-74.6689,city_1112
10758,OK,35.4375,-97.3482,city_0932
10759,KS,38.4461,-98.2609,city_0613
10760,ND,48.8073,-101.5637,city_0190
10761,NJ,40.2084,-75.2835,city_1390
10762,CA,36.5865,-119.4986,city_1914
10763,NH,43.6203,-69.6156,city_0097
10764,KS,39.682,-99.3497,city_1227
10765,KY,38.565,-86.4875,city_1942
10766,MO,38.8715,-92.1135,city_1958
10768,MS,32.4148,-89.4821,city_1925
10770,OK,36.364,-97.3353,city_1912
10771,HI,20.9051,-155.5893,city_0027
10773,OK,35.1187,-98.4789,city_1696
10774,NV,38.187,-117.8638,city_0476
10776,OR,44.1855,-120.8997,city_0830
10777,AZ,33.8139,-110.8008,city_0934
10778,NH,42.895,-72.1069,city_1570
10779,AR,35.7113,-94.0521,city_0395
10781,IA,41.9082,-92.5746,city_1525
10783,NH,43.9849,-71.223,city_1617
10784,ME,44.6338,-68.0609,city_0518
10785,WA,46.5279,-122.5885,city_1523
10786,OK,35.5667,-98.4395,city_0296
10790,HI,21.7913,-158.2403,city_1895
10793,AK,61.0415,-150.8958,city_0366
10795,MA,41.6911,-72.1112,city_0628
10796,IL,39.6822,-88.468,city_1699
10797,FL,27.8945,-81.778,city_0536
10799,LA,33.1465,-92.9729,city_1439
10800,IN,39.9592,-89.0754,city_1755
10803,TX,31.0347,-97.0403,city_0680
10804,WI,44.6881,-90.5806,city_1341
10805,MO,39.8255,-91.879,city_0493
10806,VA,36.7,-76.607,city_1742
10807,WV,38.806,-81.1528,city_1238
10809,ME,45.8928,-68.8729,city_1197
10811,DE,38.9851,-75.9378,city_0287
10812,RI,40.2253,-71.1964,city_1872
10813,VT,43.982,-72.1069,city_0650
10814,DE,38.5215,-77.2196,city_0878
10817,AK,61.8924,-154.9383,city_1762
10819,VA,38.6604,-77.3306,city_0358
10821,KY,38.7718,-85.8441,city_0651
10822,NM,34.9441,-106.9547,city_0269
10824,MA,42.4225,-72.269,city_1573
10826,CT,43.191,-71.492,city_0228
10827,NH,41.8497,-71.3889,city_0213
10830,ND,47.0289,-98.878,city_0297
10832,MT,47.4784,-110.5416,city_1542
10833,IA,42.2971,-92.8985,city_0363
10834,ME,47.1797,-69.7452,city_1858
10836,NJ,40.3018,-73.981,city_0637
10837,MO,37.6713,-92.478,city_1651
10838,WI,43.3936,-87.2798,city_1110
10839,SC,33.8266,-80.3815,city_0717
10840,WI,42.9782,-91.1824,city_0148
10841,ND,45.5711,-101.1431,city_0887
10842,CT,40.9244,-73.8764,city_0826
10846,FL,27.4885,-79.9861,city_0237
10847,IN,39.597,-87.4204,city_0882
10848,MD,39.0668,-77.068,city_0841
10849,NY,42.6874,-76.248,city_1076
10850,IL,39.2782,-88.7922,city_1440
10851,MN,45.3677,-93.5061,city_1426
10852,PA,41.6623,-78.1631,city_0049
10853,MA,42.5921,-72.0115,city_0554
10854,SC,33.0438,-81.0463,city_1902
10856,WY,44.9361,-104.3769,city_0498
10857,KY,37.2706,-84.9154,city_1887
10858,WV,38.9686,-79.4555,city_0423
10859,ME,44.658,-70.0702,city_0976
10861,VA,37.0068,-77.3892,city_1299
10864,IL,41.8039,-91.0361,city_1744
10865,SC,33.9978,-81.0123,city_1425
10866,ID,44.9721,-114.5057,city_0861
10867,AK,60.8868,-151.2756,city_1627
10870,ND,46.6525,-99.6891,city_0350
10871,TN,35.5412,-87.0863,city_1365
10872,IA,41.4881,-94.4838,city_1398
10873,DE,38.4807,-74.6542,city_0697
10874,HI,19.7839,-155.3016,city_1270
10875,SC,33.7389,-80.4933,city_0261
10876,IL,40.7342,-88.2063,city_1310
10878,OR,46.2392,-122.4013,city_0130
10879,CT,41.3264,-72.2858,city_0155
10880,IA,41.0967,-92.3467,city_0340
10882,ME,45.1929,-68.1619,city_1639
10883,OK,35.1042,-97.0435,city_1489
10886,MS,31.1642,-89.9485,city_0074
10888,ME,45.082,-69.4783,city_1498
10890,LA,31.4099,-94.3773,city_0768
10892,LA,30.7177,-93.108,city_0579
10894,OK,35.3784,-97.9813,city_0350
10896,MO,38.7151,-91.6382,city_1020
10897,MA,41.3264,-70.0106,city_0002
10898,FL,27.1809,-83.3428,city_0681
10899,CT,41.2498,-74.7718,city_1824
10902,AR,36.1097,-93.6738,city_0027
10904,MD,39.2741,-76.5878,city_1118
10905,OH,40.1463,-80.5896,city_1614
10906,VT,43.4252,-73.4485,city_1450
10908,ID,44.0911,-114.2106,city_0375
10910,AK,60.8649,-151.3135,city_1981
10911,RI,41.5289,-71.01,city_0616
10915,IN,40.3495,-86.4958,city_1990
10916,TX,30.7795,-97.1891,city_0787
10917,ND,46.6849,-100.2352,city_0661
10918,WV,38.4251,-80.3836,city_1659
10919,RI,40.9775,-70.9455,city_1437
10921,NC,34.8617,-77.9971,city_0387
10922,IA,42.2971,-93.5231,city_0814
10924,MS,33.5065,-90.1953,city_1424
10925,NY,44.344,-74.9384,city_0634
10926,SD,44.2959,-99.8151,city_0750
10927,NM,34.5247,-104.8001,city_1337
10929,OH,41.0192,-83.1655,city_0549
10931,CT,42.8633,-73.0547,city_1936
10932,MT,47.9183,-111.2521,city_1092
10933,NM,35.6623,-105.5894,city_0214
10934,LA,31.6798,-92.905,city_0589
10935,NC,35.4065,-79.0128,city_1959
10937,ID,42.9563,-115.1597,city_0559
10938,AZ,33.8328,-111.211,city_0770
10939,TN,37.0794,-88.2331,city_0567
10940,AK,61.3093,-151.7386,city_0348
10941,NC,36.4748,-78.7202,city_1826
10944,NV,37.6475,-118.6567,city_1642
10945,NY,41.3399,-74.121,city_0625
10946,NJ,40.4504,-75.433,city_0833
10949,IA,42.2445,-91.7625,city_1971
10951,GA,33.317,-83.6098,city_0733
10952,TX,30.4234,-96.1916,city_0103
10954,MA,40.994,-71.6819,city_1302
10955,MN,46.311,-93.0909,city_1174
10957,NH,43.4773,-71.4891,city_1498
10960,AZ,31.2654,-111.1204,city_1959
10961,NJ,39.4777,-74.16,city_1776
10962,RI,41.5547,-70.5237,city_0912
10965,NH,42.4746,-71.3082,city_0336
10966,NM,35.4031,-107.1428,city_1614
10967,MD,39.4592,-76.8246,city_0480
10968,NC,36.2533,-78.8349,city_1893
10972,MS,33.5653,-88.8092,city_1510
10973,LA,30.5813,-94.6815,city_0844
10974,HI,21.3847,-156.6625,city_1500
10976,TN,37.1855,-86.7012,city_1685
10977,KY,36.8209,-86.1109,city_0655
10978,NE,41.95,-97.8834,city_1326
